
2024/01/26 (09:29:57) | ===> btop++ v.1.3.0
2024/08/14 (16:40:03) | ===> btop++ v.1.3.2
2024/08/14 (16:40:03) | ERROR: Stall in Runner thread, restarting!

2024/08/15 (10:12:41) | ===> btop++ v.1.3.2
2024/08/15 (10:12:41) | ERROR: Stall in Runner thread, restarting!

2024/08/15 (19:41:19) | ===> btop++ v.1.3.2
2024/08/15 (19:41:19) | ERROR: Stall in Runner thread, restarting!

2024/08/16 (23:43:22) | ===> btop++ v.1.3.2
2024/08/16 (23:43:22) | ERROR: Stall in Runner thread, restarting!

2024/08/17 (10:29:31) | ===> btop++ v.1.3.2
2024/08/17 (10:29:31) | ERROR: Stall in Runner thread, restarting!

2024/08/18 (15:10:31) | ===> btop++ v.1.3.2
2024/08/18 (15:10:31) | ERROR: Stall in Runner thread, restarting!

2024/08/19 (20:04:18) | ===> btop++ v.1.3.2
2024/08/19 (20:04:18) | ERROR: Stall in Runner thread, restarting!

2024/08/20 (16:50:05) | ===> btop++ v.1.3.2
2024/08/20 (16:50:05) | ERROR: Stall in Runner thread, restarting!

2024/08/22 (07:56:18) | ===> btop++ v.1.3.2
2024/08/22 (07:56:18) | ERROR: Stall in Runner thread, restarting!

2024/08/22 (21:16:51) | ===> btop++ v.1.3.2
2024/08/22 (21:16:51) | ERROR: Stall in Runner thread, restarting!

2024/08/23 (08:52:09) | ===> btop++ v.1.3.2
2024/08/23 (08:52:09) | ERROR: Stall in Runner thread, restarting!

2024/08/23 (12:39:47) | ===> btop++ v.1.3.2
2024/08/23 (12:39:47) | ERROR: Stall in Runner thread, restarting!

2024/08/24 (22:22:06) | ===> btop++ v.1.3.2
2024/08/24 (22:22:06) | ERROR: Stall in Runner thread, restarting!

2024/08/25 (09:45:47) | ===> btop++ v.1.3.2
2024/08/25 (09:45:47) | ERROR: Stall in Runner thread, restarting!

2024/08/25 (20:44:40) | ===> btop++ v.1.3.2
2024/08/25 (20:44:40) | ERROR: Stall in Runner thread, restarting!

2024/08/26 (19:34:13) | ===> btop++ v.1.3.2
2024/08/26 (19:34:13) | ERROR: Stall in Runner thread, restarting!

2024/08/27 (20:19:31) | ===> btop++ v.1.3.2
2024/08/27 (20:19:31) | ERROR: Stall in Runner thread, restarting!

2024/08/28 (10:20:35) | ===> btop++ v.1.3.2
2024/08/28 (10:20:35) | ERROR: Stall in Runner thread, restarting!

2024/08/29 (20:31:27) | ===> btop++ v.1.3.2
2024/08/29 (20:31:27) | ERROR: Stall in Runner thread, restarting!

2024/08/29 (22:30:36) | ===> btop++ v.1.3.2
2024/08/29 (22:30:36) | ERROR: Stall in Runner thread, restarting!

2024/08/30 (10:39:54) | ===> btop++ v.1.3.2
2024/08/30 (10:39:54) | ERROR: Stall in Runner thread, restarting!

2024/08/30 (14:20:42) | ===> btop++ v.1.3.2
2024/08/30 (14:20:42) | ERROR: Stall in Runner thread, restarting!

2024/09/01 (10:38:02) | ===> btop++ v.1.3.2
2024/09/01 (10:38:02) | ERROR: Stall in Runner thread, restarting!

2024/09/01 (21:50:30) | ===> btop++ v.1.3.2
2024/09/01 (21:50:30) | ERROR: Stall in Runner thread, restarting!

2024/09/03 (09:37:03) | ===> btop++ v.1.3.2
2024/09/03 (09:37:03) | ERROR: Stall in Runner thread, restarting!

2024/09/05 (00:53:41) | ===> btop++ v.1.3.2
2024/09/05 (00:53:41) | ERROR: Stall in Runner thread, restarting!

2024/09/06 (01:39:44) | ===> btop++ v.1.3.2
2024/09/06 (01:39:44) | ERROR: Stall in Runner thread, restarting!

2024/09/06 (16:05:06) | ===> btop++ v.1.3.2
2024/09/06 (16:05:06) | ERROR: Stall in Runner thread, restarting!

2024/09/06 (21:42:55) | ===> btop++ v.1.3.2
2024/09/06 (21:42:55) | ERROR: Stall in Runner thread, restarting!

2024/09/07 (08:45:46) | ===> btop++ v.1.3.2
2024/09/07 (08:45:46) | ERROR: Stall in Runner thread, restarting!

2024/09/08 (10:28:10) | ===> btop++ v.1.3.2
2024/09/08 (10:28:10) | ERROR: Stall in Runner thread, restarting!

2024/09/09 (11:10:47) | ===> btop++ v.1.3.2
2024/09/09 (11:10:47) | ERROR: Stall in Runner thread, restarting!

2024/09/10 (22:30:00) | ===> btop++ v.1.3.2
2024/09/10 (22:30:00) | ERROR: Stall in Runner thread, restarting!

2024/09/11 (18:13:05) | ===> btop++ v.1.3.2
2024/09/11 (18:13:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/12 (14:36:30) | ===> btop++ v.1.3.2
2024/09/12 (14:36:30) | ERROR: Stall in Runner thread, restarting!

2024/09/13 (13:38:29) | ===> btop++ v.1.3.2
2024/09/13 (13:38:29) | ERROR: Stall in Runner thread, restarting!

2024/09/14 (10:13:39) | ===> btop++ v.1.3.2
2024/09/14 (10:13:39) | ERROR: Stall in Runner thread, restarting!
